240,25,110,315
240,25,110,315
241,25,110,315
243,26,110,315
243,26,110,315
245,26,110,315
238,25,110,315
238,24,110,315
236,26,110,315
235,26,110,315
235,26,110,315
241,23,110,315
244,22,110,315
247,24,110,315
248,24,110,315
249,23,110,315
249,23,110,315
386,36,110,315
388,36,110,315
390,37,110,315
391,37,110,315
205,44,110,315
205,44,110,315
216,29,110,315
213,32,110,315
216,31,110,315
218,31,110,315
215,31,110,315
215,31,110,315
217,34,110,315
214,34,110,315
215,34,110,315
226,38,110,315
228,40,110,315
228,40,110,315
226,39,110,315
229,39,110,315
333,36,110,315
336,36,110,315
339,36,110,315
339,36,110,315
346,35,110,315
350,34,110,315
352,34,110,315
355,33,110,315
359,32,110,315
359,32,110,315
364,32,110,315
366,32,110,315
369,32,110,315
373,31,110,315
376,32,110,315
376,32,110,315
383,30,110,315
387,30,110,315
390,30,110,315
393,29,110,315
395,28,110,315
395,28,110,315
401,27,110,315
403,26,110,315
405,26,110,315
408,26,110,315
411,24,110,315
411,24,110,315
418,22,110,315
421,21,110,315
423,21,110,315
426,21,110,315
199,16,110,315
199,16,110,315
203,16,110,315
441,22,110,315
445,21,110,315
450,21,110,315
454,22,110,315
454,22,110,315
461,24,110,315
465,25,110,315
471,26,110,315
475,27,110,315
479,27,110,315
479,27,110,315
486,29,110,315
491,29,110,315
495,29,110,315
498,28,110,315
502,28,110,315
502,28,110,315
193,24,110,315
196,24,110,315
199,24,110,315
200,25,110,315
204,24,110,315
204,24,110,315
213,27,110,315
216,26,110,315
219,24,110,315
224,23,110,315
227,24,110,315
