747,243,81,204
739,240,81,204
732,238,81,204
725,238,81,204
725,238,81,204
720,239,81,204
714,242,81,204
709,244,81,204
704,245,81,204
699,245,81,204
699,245,81,204
696,243,81,204
694,240,81,204
695,237,81,204
698,235,81,204
702,234,81,204
702,234,81,204
706,235,81,204
710,238,81,204
713,239,81,204
672,233,81,204
676,232,81,204
676,232,81,204
682,232,81,204
688,233,81,204
691,233,81,204
694,234,81,204
694,235,81,204
694,235,81,204
693,234,81,204
692,232,81,204
690,228,81,204
687,222,81,204
682,218,81,204
682,218,81,204
676,215,81,204
785,220,81,204
783,221,81,204
782,223,81,204
778,227,81,204
778,227,81,204
771,228,81,204
768,229,81,204
766,228,81,204
757,227,81,204
750,228,81,204
750,228,81,204
747,228,81,204
741,229,81,204
734,233,81,204
728,234,81,204
722,236,81,204
722,236,81,204
714,239,81,204
710,240,81,204
703,241,81,204
698,239,81,204
702,243,81,204
702,243,81,204
631,227,81,204
625,229,81,204
618,228,81,204
613,227,81,204
608,226,81,204
608,226,81,204
602,225,81,204
595,225,81,204
589,226,81,204
585,226,81,204
583,228,81,204
583,228,81,204
580,232,81,204
577,236,81,204
574,239,81,204
570,241,81,204
566,243,81,204
566,243,81,204
561,244,81,204
556,244,81,204
550,243,81,204
542,241,81,204
534,240,81,204
534,240,81,204
525,237,81,204
518,233,81,204
512,228,81,204
506,224,81,204
378,221,81,204
379,221,81,204
373,220,81,204
368,217,81,204
637,226,81,204
633,224,81,204
630,222,81,204
630,222,81,204
626,223,81,204
625,224,81,204
627,225,81,204
629,225,81,204
627,224,81,204
