465,3,269,513
465,3,269,513
465,5,269,513
465,8,269,513
465,11,269,513
465,15,269,513
465,19,269,513
467,27,269,513
465,27,269,513
466,27,269,513
471,27,269,513
464,27,269,513
463,27,269,513
407,0,269,513
408,0,269,513
408,3,269,513
412,4,269,513
413,6,269,513
414,8,269,513
415,10,269,513
417,11,269,513
819,6,269,513
802,17,269,513
794,17,269,513
786,17,269,513
770,26,269,513
760,27,269,513
752,27,269,513
744,27,269,513
736,27,269,513
728,27,269,513
721,26,269,513
714,25,269,513
715,15,269,513
713,11,269,513
713,6,269,513
712,1,269,513
712,0,269,513
714,27,269,513
721,27,269,513
722,27,269,513
718,26,269,513
720,21,269,513
733,27,269,513
730,27,269,513
726,27,269,513
722,27,269,513
718,26,269,513
717,24,269,513
718,20,269,513
716,16,269,513
716,13,269,513
716,25,269,513
715,24,269,513
70,27,269,513
68,22,269,513
59,27,269,513
57,24,269,513
55,19,269,513
52,22,269,513
49,14,269,513
47,7,269,513
46,2,269,513
46,0,269,513
27,0,269,513
18,0,269,513
16,0,269,513
15,0,269,513
17,0,269,513
12,0,269,513
57,2,269,513
65,16,269,513
68,20,269,513
67,17,269,513
67,13,269,513
67,10,269,513
67,7,269,513
67,4,269,513
67,1,269,513
58,0,269,513
61,1,269,513
61,0,269,513
62,0,269,513
420,4,269,513
420,5,269,513
418,0,269,513
416,0,269,513
416,0,269,513
413,0,269,513
412,0,269,513
410,0,269,513
409,0,269,513
408,0,269,513
79,23,269,513
78,21,269,513
77,17,269,513
76,14,269,513
75,11,269,513
77,19,269,513
75,9,269,513
465,3,269,513
465,3,269,513
465,5,269,513
465,8,269,513
465,11,269,513
465,15,269,513
465,19,269,513
467,27,269,513
465,27,269,513
466,27,269,513
471,27,269,513
464,27,269,513
463,27,269,513
407,0,269,513
408,0,269,513
408,3,269,513
412,4,269,513
413,6,269,513
414,8,269,513
415,10,269,513
417,11,269,513
819,6,269,513
802,17,269,513
794,17,269,513
786,17,269,513
770,26,269,513
760,27,269,513
752,27,269,513
744,27,269,513
736,27,269,513
728,27,269,513
721,26,269,513
714,25,269,513
715,15,269,513
713,11,269,513
713,6,269,513
712,1,269,513
712,0,269,513
714,27,269,513
721,27,269,513
722,27,269,513
718,26,269,513
720,21,269,513
733,27,269,513
730,27,269,513
726,27,269,513
722,27,269,513
718,26,269,513
717,24,269,513
718,20,269,513
716,16,269,513
716,13,269,513
716,25,269,513
715,24,269,513
70,27,269,513
68,22,269,513
59,27,269,513
57,24,269,513
55,19,269,513
52,22,269,513
49,14,269,513
47,7,269,513
46,2,269,513
46,0,269,513
27,0,269,513
18,0,269,513
16,0,269,513
15,0,269,513
17,0,269,513
12,0,269,513
57,2,269,513
65,16,269,513
68,20,269,513
67,17,269,513
67,13,269,513
67,10,269,513
67,7,269,513
67,4,269,513
67,1,269,513
58,0,269,513
61,1,269,513
61,0,269,513
62,0,269,513
420,4,269,513
420,5,269,513
418,0,269,513
416,0,269,513
416,0,269,513
413,0,269,513
412,0,269,513
410,0,269,513
409,0,269,513
408,0,269,513
79,23,269,513
78,21,269,513
77,17,269,513
76,14,269,513
75,11,269,513
77,19,269,513
75,9,269,513
